CLNT_ID,LABEL
262127,F
142671,F
215172,F
14950,F
110853,F
35547,F
131586,F
132057,F
137222,F
146973,F
97960,F
237014,F
60470,F
96322,F
25914,F
72171,F
181400,F
20722,F
124879,F
161693,F
235507,F
244498,F
191213,F
104505,F
227153,F
216513,F
140345,F
214847,F
81684,F
68000,F
218239,F
48091,F
215115,F
202072,F
154642,F
3104,F
109421,F
199708,F
216026,F
59827,F
176141,F
136488,F
13011,F
113429,F
121035,F
138146,F
50784,F
235580,F
101772,F
131074,F
81070,F
201679,F
133148,F
9379,F
230610,F
167018,F
100715,F
160143,F
104437,F
50734,F
205149,F
17620,F
43900,F
77775,F
71726,F
118322,F
110052,F
117349,F
244139,F
22692,F
4375,F
37006,F
173578,F
78243,F
51497,F
222885,F
22720,F
94535,F
50812,F
255638,F
23867,F
146627,F
182437,F
21426,F
92565,F
31109,F
78696,F
50630,F
69742,F
106949,F
231597,F
136936,F
60490,F
156456,F
42655,F
8634,F
98226,F
185623,F
145773,F
142639,F
115278,F
209552,F
98870,F
201880,F
205911,F
134567,F
169940,F
70922,F
101688,F
38827,F
175648,F
97178,F
59232,F
48116,F
62015,F
243937,F
129640,F
111370,F
123092,F
238943,F
257913,F
90581,F
30459,F
141095,F
104149,F
45811,F
247416,F
132147,F
68209,F
228396,F
23832,F
115612,F
253058,F
15385,F
37101,F
37978,F
47157,F
161214,F
97744,F
152188,F
49446,F
134203,F
149280,F
88483,F
189362,F
38359,F
241205,F
221319,F
215906,F
239355,F
106521,F
230794,F
253761,F
222796,F
122251,F
105823,F
166819,F
235564,F
85220,F
231578,F
120751,F
238666,F
168674,F
122405,F
152688,F
32895,F
147934,F
215431,F
105153,F
245478,F
78560,F
97083,F
61069,F
152695,F
127539,F
77957,F
94025,F
87446,F
261154,F
142641,F
220809,F
155664,F
129978,F
171270,F
92993,F
181085,F
37631,F
209720,F
26381,F
261800,F
158831,F
113294,F
122778,F
94332,F
167476,F
17955,F
242053,F
249800,F
91999,F
242990,F
85525,F
89638,F
81919,F
77499,F
55771,F
232467,F
86880,F
168765,F
213322,F
89519,F
160381,F
171363,F
81577,F
26862,F
186263,F
237534,F
66664,F
61183,F
85928,F
163697,F
191159,F
55308,F
46301,F
112816,F
96937,F
262312,F
4398,F
68812,F
112352,F
90908,F
63454,F
5290,F
126116,F
203706,F
103443,F
44549,F
38266,F
232434,F
260360,F
24100,F
66160,F
119624,F
191075,F
11536,F
149705,F
16390,F
138160,F
189968,F
121565,F
128077,F
20577,F
222165,F
175791,F
53767,F
1347,F
18604,F
147282,F
65357,F
48271,F
246747,F
210132,F
226010,F
250740,F
43996,F
107355,F
182308,F
461,F
57829,F
64331,F
88766,F
242397,F
60170,F
152472,F
32146,F
134261,F
227292,F
130764,F
252547,F
87997,F
173389,F
41175,F
38908,F
242675,F
259913,F
173466,F
10832,F
117343,F
200386,F
246704,F
261014,F
103242,F
125604,F
237007,F
115042,F
50298,F
38249,F
170090,F
192691,F
244858,F
247465,F
222623,F
92413,F
234614,F
19444,F
149772,F
221682,F
11880,F
154720,F
224925,F
170922,F
249823,F
217510,F
213129,F
178103,F
54910,F
192163,F
183906,F
234152,F
77601,F
205016,F
18366,F
171663,F
82315,F
64143,F
253729,F
213656,F
20777,F
112169,F
229785,F
150206,F
123928,F
32276,F
203438,F
116852,F
66895,F
235758,F
204448,F
58841,F
144696,F
136806,F
31190,F
90821,F
96879,F
250904,F
5433,F
37648,F
256799,F
203796,F
210701,F
243107,F
42093,F
11368,F
68707,F
111140,F
233014,F
123717,F
152344,F
79545,F
253762,F
166497,F
169834,F
203275,F
136306,F
103659,F
104714,F
118177,F
83923,F
111815,F
252268,F
97161,F
243397,F
30944,F
206989,F
213648,F
119122,F
67115,F
137557,F
150602,F
109357,F
29484,F
149907,F
254975,F
87933,F
215773,F
74971,F
85947,F
98892,F
77188,F
130974,F
178041,F
156400,F
238241,F
4296,F
214157,F
88390,F
257852,F
6117,F
143702,F
143087,F
110993,F
225672,F
181404,F
111057,F
97579,F
164180,F
81742,F
167013,F
236125,F
254320,F
79931,F
245326,F
112269,F
200348,F
247958,F
20133,F
205970,F
167351,F
106458,F
213549,F
21501,F
188021,F
205721,F
170289,F
24914,F
78587,F
89985,F
143238,F
237244,F
60309,F
140972,F
95163,F
44103,F
108009,F
183580,F
180949,F
41980,F
188049,F
106453,F
117858,F
23324,F
224786,F
259591,F
150322,F
242545,F
235082,F
137356,F
104058,F
220264,F
60883,F
14030,F
118908,F
36704,F
1497,F
41338,F
217159,F
252579,F
46787,F
8405,F
13354,F
90269,F
33274,F
18544,F
191044,F
221360,F
82084,F
214867,F
41862,F
176447,F
153925,F
130911,F
16031,F
206497,F
143676,F
19165,F
180079,F
206569,F
95374,F
186908,F
1703,F
26009,F
87386,F
96164,F
122448,F
224868,F
211817,F
7083,F
65279,F
254863,F
43947,F
78481,F
91872,F
19833,F
258289,F
98394,F
53197,F
117795,F
262592,F
15493,F
27217,F
39946,F
251374,F
168086,F
221757,F
129429,F
99327,F
8559,F
210405,F
131361,F
193807,F
213967,F
260902,F
129415,F
250946,F
124075,F
107350,F
117927,F
26812,F
203316,F
83781,F
82989,F
10180,F
29861,F
17003,F
171997,F
167233,F
151996,F
31953,F
219049,F
5649,F
259958,F
156229,F
159989,F
230067,F
4849,F
243371,F
46553,F
180475,F
188784,F
235357,F
97826,F
174582,F
20015,F
190261,F
12411,F
184463,F
260348,F
201170,F
125738,F
32310,F
6847,F
70397,F
15750,F
109990,F
212162,F
261899,F
234727,F
224745,F
219557,F
257476,F
43760,F
134093,F
188443,F
46353,F
256002,F
117220,F
249040,F
1643,F
40032,F
61453,F
156402,F
212587,F
260513,F
243450,F
39467,F
253285,F
55386,F
9612,F
90158,F
99090,F
151073,F
95193,F
219227,F
229910,F
70965,F
206550,F
21645,F
110790,F
132065,F
175513,F
229415,F
73298,F
81429,F
90525,F
87253,F
188955,F
77053,F
222322,F
52729,F
143439,F
159373,F
146005,F
37084,F
216861,F
108487,F
91693,F
11846,F
135540,F
73000,F
128039,F
23987,F
224349,F
238163,F
30008,F
220110,F
127026,F
155659,F
245276,F
104781,F
11201,F
46924,F
240766,F
168954,F
210164,F
90462,F
110959,F
80615,F
54486,F
164015,F
260799,F
228048,F
55123,F
136424,F
204856,F
173851,F
247138,F
99500,F
171347,F
44190,F
203937,F
102016,F
42462,F
61766,F
149792,F
171748,F
238185,F
143106,F
162599,F
40956,F
244863,F
65073,F
184099,F
245875,F
29073,F
58263,F
23008,F
59326,F
247423,F
126811,F
164266,F
75643,F
109699,F
55119,F
93853,F
38332,F
163693,F
254898,F
48181,F
242667,F
77637,F
262338,F
123807,F
240087,F
100790,F
180680,F
47295,F
122874,F
134922,F
73887,F
134012,F
80047,F
229177,F
240796,F
123223,F
167286,F
250617,F
254756,F
240124,F
52812,F
187079,F
187183,F
87461,F
204849,F
91496,F
108916,F
126786,F
233444,F
57861,F
227854,F
115707,F
22575,F
234129,F
31838,F
112758,F
147921,F
139931,F
72350,F
181015,F
101716,F
70905,F
228165,F
135833,F
141132,F
37821,F
202877,F
80794,F
35246,F
126614,F
114314,F
224305,F
131188,F
106193,F
50495,F
71590,F
138569,F
152230,F
135718,F
77273,F
132138,F
196768,F
17656,F
66062,F
6050,F
222525,F
72652,F
83178,F
24571,F
69166,F
83472,F
206671,F
209514,F
154550,F
128480,F
139106,F
210469,F
80775,F
175301,F
91267,F
249621,F
204998,F
179782,F
243592,F
240673,F
258370,F
168063,F
66064,F
91392,F
253912,F
19426,F
179684,F
148294,F
87395,F
144884,F
182369,F
81364,F
222807,F
220047,F
46492,F
129025,F
176677,F
102867,F
160393,F
161844,F
42430,F
253315,F
53351,F
7253,F
237363,F
2253,F
178748,F
174790,F
7804,F
230103,F
135082,F
22482,F
193584,F
240473,F
22756,F
133762,F
27202,F
257870,F
240731,F
162991,F
49965,F
257995,F
261778,F
216957,F
173530,F
81532,F
184039,F
69133,F
159430,F
115453,F
114814,F
221495,F
62797,F
29350,F
148216,F
212134,F
202928,F
16269,F
194475,F
103317,F
4825,F
232167,F
241668,F
123879,F
20939,F
194440,F
57745,F
146262,F
136628,F
15440,F
34959,F
176229,F
68019,F
189471,F
81116,F
52010,F
164634,F
41113,F
217813,F
118799,F
34028,F
57621,F
167685,F
243520,F
49342,F
6052,F
111897,F
253328,F
105193,F
10105,F
235820,F
219859,F
90819,F
161345,F
199528,F
90139,F
239536,F
19270,F
221166,F
144922,F
201797,F
261806,F
31253,F
188311,F
237521,F
115047,F
99668,F
21550,F
91068,F
2149,F
19486,F
259780,F
169884,F
191884,F
18976,F
82070,F
30900,F
161777,F
20399,F
173239,F
238442,F
51759,F
164425,F
261777,F
44381,F
137067,F
48653,F
70445,F
4790,F
222262,F
206150,F
114102,F
63011,F
219855,F
119719,F
74078,F
175622,F
168782,F
134590,F
218056,F
173723,F
253088,F
106125,F
114660,F
94846,F
153810,F
219356,F
112616,F
251897,F
154430,F
240261,F
36062,F
26244,F
98588,F
1753,F
18635,F
16311,F
99779,F
250384,F
33827,F
169968,F
168310,F
111965,F
116916,F
24831,F
123226,F
53997,F
112848,F
102244,F
190943,F
178826,F
2293,F
241902,F
214329,F
13627,F
3115,F
60246,F
17693,F
112447,F
45581,F
201916,F
190340,F
108004,F
217020,F
19256,F
70144,F
100797,F
201497,F
211746,F
166575,F
106935,F
100410,F
91528,F
254015,F
48124,F
4791,F
179189,F
65602,F
258810,F
259398,F
45249,F
262268,F
155088,F
164052,F
63100,F
161238,F
18612,F
253785,F
20033,F
59297,F
230039,F
180973,F
103500,F
710,F
218206,F
30291,F
33868,F
109921,F
199445,F
261753,F
117396,F
132326,F
93922,F
214944,F
235045,F
251403,F
250154,F
42950,F
240615,F
191418,F
22901,F
186587,F
184506,F
60486,F
8019,F
97823,F
184062,F
214711,F
162234,F
30484,F
144063,F
111293,F
56635,F
149315,F
223523,F
258256,F
142032,F
228415,F
246288,F
14915,F
55129,F
210500,F
44627,F
227511,F
103878,F
219873,F
4087,F
125747,F
1114,F
181727,F
143775,F
153396,F
217562,F
121223,F
39525,F
5822,F
51988,F
4490,F
241365,F
22290,F
50456,F
57429,F
182458,F
65627,F
4001,F
168002,F
54219,F
101738,F
161414,F
241331,F
78083,F
41026,F
166204,F
115240,F
217767,F
204124,F
133595,F
2597,F
101991,F
93505,F
193046,F
210307,F
66147,F
97851,F
100471,F
5186,F
100996,F
220623,F
238962,F
175573,F
234320,F
215973,F
62966,F
18407,F
156700,F
207952,F
52182,F
107781,F
243474,F
146303,F
171809,F
78549,F
30634,F
246108,F
8759,F
69384,F
80706,F
88349,F
51020,F
123394,F
164607,F
34114,F
24426,F
122395,F
190454,F
208857,F
125850,F
151980,F
256978,F
150150,F
80680,F
60858,F
154607,F
10039,F
255444,F
195577,F
120437,F
37146,F
36378,F
160146,F
79857,F
146101,F
93469,F
25567,F
151677,F
85430,F
205244,F
63760,F
122061,F
70377,F
60792,F
20908,F
233647,F
144763,F
64061,F
234089,F
99751,F
26819,F
100706,F
47195,F
223856,F
53680,F
101085,F
242526,F
235753,F
61725,F
220292,F
77184,F
191550,F
10072,F
257694,F
147340,F
170634,F
152556,F
158452,F
226915,F
65960,F
16793,F
42432,F
143858,F
133074,F
119503,F
53391,F
209294,F
3808,F
211045,F
109867,F
154129,F
46857,F
259499,F
13621,F
17041,F
216897,F
163604,F
18613,F
108300,F
191909,F
128250,F
29264,F
123962,F
55969,F
54431,F
44208,F
24028,F
63679,F
129147,F
106666,F
60406,F
69780,F
2968,F
255588,F
195277,F
68434,F
114172,F
21599,F
154515,F
48303,F
108380,F
215975,F
33703,F
135285,F
4306,F
186744,F
47687,F
73177,F
156156,F
42773,F
142842,F
221746,F
58712,F
157393,F
215550,F
63840,F
252176,F
216263,F
8670,F
46267,F
39313,F
252329,F
179327,F
249240,F
148584,F
131304,F
223918,F
69339,F
102384,F
190182,F
76134,F
100443,F
71957,F
57432,F
154397,F
147187,F
176643,F
25742,F
254385,F
143130,F
232409,F
186104,F
214820,F
232325,F
186932,F
67691,F
247066,F
209783,F
38641,F
108498,F
93375,F
48040,F
124485,F
38555,F
178101,F
115809,F
180483,F
153946,F
62487,F
259168,F
36288,F
198888,F
58969,F
121161,F
240880,F
230468,F
18289,F
76033,F
92587,F
48967,F
168902,F
133675,F
16080,F
103758,F
103601,F
244242,F
227562,F
36548,F
261728,F
112585,F
181960,F
192089,F
208913,F
107362,F
160789,F
256750,F
182752,F
130409,F
95628,F
3444,F
91902,F
174215,F
256458,F
253961,F
102681,F
158935,F
78582,F
22306,F
210481,F
254109,F
65172,F
48259,F
176990,F
121905,F
156075,F
67260,F
72947,F
18259,F
83623,F
256827,F
107452,F
64023,F
62019,F
251202,F
54569,F
55014,F
57768,F
43474,F
125207,F
222713,F
65661,F
114460,F
256739,F
194568,F
69404,F
171679,F
192804,F
71657,F
110497,F
69508,F
98166,F
146836,F
181320,F
164741,F
18264,F
140455,F
74114,F
218936,F
165532,F
187581,F
248877,F
179944,F
192764,F
102963,F
40626,F
128105,F
203715,F
147957,F
84580,F
138584,F
178694,F
243832,F
177123,F
115982,F
239597,F
207314,F
209170,F
194731,F
260114,F
11469,F
248315,F
167920,F
138946,F
45455,F
254342,F
72362,F
43989,F
66913,F
65259,F
238099,F
68876,F
39426,F
12979,F
81903,F
8438,F
228065,F
218051,F
96074,F
175733,F
37041,F
28510,F
179786,F
77408,F
178650,F
257352,F
33676,F
74545,F
260895,F
156134,F
110766,F
35858,F
51088,F
134461,F
238867,F
31036,F
76044,F
114909,F
204971,F
21327,F
156929,F
161401,F
245430,F
197951,F
190740,F
31995,F
260000,F
106701,F
136858,F
108593,F
130079,F
115670,F
200529,F
162745,F
104976,F
229154,F
126998,F
261077,F
210172,F
83791,F
112373,F
174405,F
52308,F
122523,F
175303,F
67572,F
206200,F
63867,F
10282,F
187917,F
39275,F
247759,F
123514,F
6187,F
15617,F
88799,F
198312,F
95443,F
171471,F
128475,F
219455,F
177606,F
200697,F
91444,F
46354,F
1468,F
141820,F
249502,F
109751,F
53812,F
2439,F
231802,F
105404,F
70153,F
149228,F
8897,F
84823,F
8655,F
23235,F
38252,F
175159,F
94635,F
104892,F
20036,F
129975,F
174808,F
120903,F
255072,F
121589,F
239282,F
196263,F
238092,F
204763,F
148695,F
221848,F
234821,F
135106,F
245105,F
146645,F
155216,F
245748,F
22255,F
224307,F
165256,F
122582,F
4572,F
159431,F
108171,F
200896,F
126624,F
258882,F
121889,F
122138,F
212613,F
105537,F
116204,F
57004,F
234444,F
52602,F
262174,F
170669,F
133577,F
212596,F
144031,F
95578,F
101534,F
184112,F
44867,F
212537,F
185047,F
56750,F
115297,F
226227,F
36795,F
248307,F
227449,F
218284,F
113645,F
106159,F
21511,F
208955,F
85236,F
192712,F
237210,F
116733,F
149222,F
176497,F
234547,F
173519,F
91781,F
17965,F
262099,F
161713,F
255329,F
98026,F
30037,F
81409,F
121651,F
80840,F
192230,F
7889,F
4597,F
15928,F
75120,F
4904,F
112511,F
238542,F
202303,F
262116,F
62012,F
239136,F
70542,F
55744,F
125345,F
70525,F
141630,F
154091,F
138274,F
202250,F
178952,F
255802,F
9194,F
30181,F
87143,F
160327,F
78914,F
138068,F
177586,F
32010,F
143110,F
95627,F
132719,F
2417,F
14985,F
212739,F
107719,F
226436,F
252912,F
7520,F
213532,F
4283,F
2775,F
144787,F
109591,F
243464,F
135558,F
91592,F
79134,F
214849,F
250119,F
121345,F
112930,F
259869,F
161896,F
80670,F
117473,F
43133,F
81565,F
28766,F
115762,F
114877,F
77151,F
198570,F
129612,F
221653,F
198719,F
132787,F
174580,F
195637,F
105481,F
226006,F
244823,F
181910,F
253205,F
193619,F
191336,F
109915,F
129166,F
175078,F
65410,F
97569,F
101822,F
164156,F
48442,F
6339,F
29039,F
89174,F
210607,F
12682,F
206369,F
115059,F
85625,F
145972,F
113271,F
74578,F
237932,F
130214,F
196248,F
102142,F
4667,F
252423,F
181995,F
112022,F
176913,F
24434,F
156478,F
25986,F
245949,F
88121,F
221900,F
244277,F
158742,F
161724,F
86069,F
67826,F
19659,F
252523,F
90950,F
210003,F
74548,F
32242,F
102151,F
103373,F
90831,F
45347,F
88952,F
160183,F
128380,F
253237,F
133033,F
75059,F
76116,F
178921,F
158663,F
21820,F
168764,F
103841,F
134907,F
9294,F
101355,F
225456,F
71926,F
53553,F
231872,F
96749,F
92747,F
70794,F
234970,F
204955,F
216800,F
91461,F
198965,F
38170,F
88769,F
83211,F
35415,F
159907,F
115700,F
127460,F
173288,F
166131,F
249120,F
50891,F
93100,F
153861,F
240385,F
20625,F
188276,F
5630,F
159741,F
258103,F
85293,F
43450,F
166249,F
76272,F
20023,F
252783,F
231001,F
19010,F
104343,F
186309,F
140718,F
145983,F
250631,F
174615,F
191442,F
61497,F
55249,F
179867,F
9159,F
78985,F
119262,F
167176,F
193108,F
167055,F
188743,F
83825,F
250122,F
122083,F
189273,F
247882,F
19911,F
79063,F
132328,F
84160,F
190469,F
40327,F
142664,F
50447,F
9626,F
107766,F
153787,F
144772,F
246229,F
195964,F
196550,F
179959,F
228617,F
44440,F
82412,F
38288,F
197169,F
87811,F
219936,F
21816,F
60692,F
175758,F
14474,F
240784,F
236352,F
52387,F
140523,F
80435,F
237766,F
207565,F
15159,F
49511,F
257941,F
207347,F
93393,F
180150,F
258614,F
183134,F
93978,F
98170,F
143479,F
64104,F
180225,F
158469,F
83061,F
77091,F
52002,F
182069,F
243845,F
208668,F
223547,F
126389,F
155085,F
17792,F
200473,F
238389,F
89309,F
211190,F
145405,F
203072,F
261704,F
114968,F
179439,F
137047,F
72067,F
110113,F
201944,F
163511,F
135985,F
260557,F
226631,F
226468,F
134742,F
156448,F
18171,F
219736,F
180471,F
112343,F
75260,F
156867,F
49897,F
51031,F
242468,F
112081,F
147054,F
169966,F
144446,F
36997,F
18423,F
181044,F
123997,F
225477,F
243855,F
110797,F
232883,F
138171,F
128000,F
148288,F
11148,F
154997,F
123949,F
46193,F
99291,F
40985,F
4104,F
113590,F
98032,F
167925,F
6953,F
230555,F
236521,F
118678,F
102662,F
247134,F
179885,F
208646,F
84939,F
109560,F
223053,F
188420,F
125483,F
7667,F
4831,F
3664,F
93329,F
259311,F
234818,F
262827,F
141344,F
103086,F
132527,F
151695,F
176814,F
260850,F
251723,F
56218,F
59175,F
198469,F
58397,F
261856,F
164938,F
84640,F
231778,F
118331,F
230791,F
94135,F
220991,F
183354,F
197624,F
83928,F
78310,F
189655,F
3625,F
160917,F
147028,F
244872,F
228594,F
174601,F
252369,F
136880,F
249933,F
116816,F
171794,F
190269,F
8873,F
164240,F
238034,F
10734,F
159693,F
168995,F
30299,F
119767,F
133511,F
173919,F
8102,F
18800,F
151777,F
215427,F
254410,F
207615,F
36359,F
164628,F
86853,F
203200,F
224204,F
119385,F
188235,F
176353,F
130469,F
169523,F
9410,F
236775,F
218744,F
227727,F
3455,F
59535,F
239693,F
257576,F
31342,F
130279,F
256825,F
103965,F
129145,F
149866,F
151198,F
21237,F
51022,F
250970,F
236697,F
185240,F
212353,F
84337,F
18550,F
121256,F
141822,F
181204,F
182904,F
205332,F
52014,F
69188,F
148982,F
184496,F
28133,F
177030,F
120350,F
43579,F
205847,F
261066,F
228295,F
59878,F
39133,F
23891,F
128169,F
241347,F
127400,F
243442,F
106820,F
39117,F
100365,F
174091,F
3959,F
172049,F
211268,F
262444,F
83049,F
23359,F
28545,F
155472,F
218413,F
91720,F
40942,F
18378,F
170993,F
65634,F
222692,F
173678,F
88113,F
177980,F
41845,F
227006,F
6923,F
83072,F
127283,F
65646,F
35568,F
95582,F
209585,F
86114,F
257005,F
236845,F
213218,F
71573,F
77591,F
210550,F
221764,F
151544,F
199042,F
96143,F
41883,F
30487,F
98753,F
103350,F
41621,F
28763,F
252740,F
108770,F
223299,F
261309,F
229262,F
238284,F
145547,F
22744,F
1240,F
144805,F
57506,F
90026,F
131532,F
117357,F
242520,F
12352,F
16561,F
207640,F
25433,F
217438,F
255371,F
255436,F
210733,F
149857,F
129749,F
1885,F
243379,F
24506,F
249658,F
253260,F
35951,F
83547,F
96582,F
178890,F
258398,F
67363,F
191739,F
198212,F
237578,F
158346,F
239914,F
5832,F
246361,F
129684,F
108726,F
121660,F
68549,F
172268,F
2867,F
226526,F
182023,F
246795,F
262535,F
243253,F
163651,F
214492,F
22028,F
225591,F
109611,F
246788,F
53397,F
253458,F
98301,F
244640,F
108210,F
50705,F
10737,F
90492,F
241993,F
86954,F
169897,F
124339,F
247967,F
259568,F
11398,F
9384,F
15954,F
79644,F
258783,F
213455,F
220312,F
149336,F
21987,F
234247,F
207318,F
153121,F
254533,F
127805,F
218863,F
30180,F
127137,F
230418,F
214166,F
121355,F
219531,F
239297,F
124323,F
126924,F
171127,F
91740,F
40253,F
14010,F
187310,F
88302,F
35848,F
181697,F
223787,F
99788,F
25509,F
20959,F
6529,F
160995,F
228100,F
186913,F
38981,F
189235,F
95798,F
141812,F
16302,F
67903,F
236474,F
58602,F
4818,F
73661,F
32472,F
111914,F
30787,F
46361,F
113907,F
66449,F
227749,F
246818,F
90816,F
159644,F
12770,F
31212,F
181625,F
142029,F
245774,F
123532,F
16968,F
225297,F
11541,F
118014,F
153026,F
5310,F
257737,F
32404,F
20278,F
106546,F
16444,F
26822,F
221059,F
224510,F
256369,F
193341,F
248931,F
48570,F
153772,F
64232,F
223566,F
198462,F
100853,F
93379,F
200764,F
257840,F
239459,F
140100,F
236724,F
135677,F
192118,F
44459,F
181488,F
129603,F
101744,F
230884,F
51452,F
151251,F
38576,F
73555,F
258090,F
34943,F
70613,F
46549,F
252002,F
179363,F
18917,F
236861,F
137872,F
223879,F
97610,F
225343,F
257967,F
161144,F
112182,F
91766,F
54235,F
32751,F
206872,F
256028,F
147966,F
228315,F
38180,F
141582,F
32529,F
24782,F
261557,F
61547,F
142853,F
114847,F
147384,F
89299,F
86610,F
47080,F
95046,F
223279,F
185657,F
162616,F
182535,F
176902,F
128497,F
177188,F
136757,F
74562,F
228804,F
72374,F
26364,F
147075,F
102251,F
85865,F
54752,F
77597,F
73828,F
123296,F
122286,F
132857,F
243908,F
141363,F
89242,F
169219,F
225644,F
247836,F
53387,F
254891,F
143708,F
171804,F
55402,F
246201,F
39895,F
248275,F
210578,F
68489,F
224395,F
140472,F
215150,F
77194,F
161865,F
195432,F
107391,F
247517,F
175909,F
109206,F
15523,F
16492,F
190177,F
51325,F
98051,F
44611,F
68966,F
76579,F
68326,F
246981,F
54732,F
154871,F
41727,F
63289,F
238622,F
806,F
64036,F
65650,F
211947,F
67025,F
8480,F
170767,F
60673,F
116394,F
238955,F
165919,F
25355,F
68017,F
32861,F
232629,F
149073,F
192653,F
152237,F
106864,F
70637,F
106954,F
186994,F
74685,F
220120,F
53983,F
171391,F
250938,F
255921,F
127066,F
97159,F
70782,F
169038,F
10394,F
92713,F
29826,F
11224,F
27253,F
78276,F
254150,F
124119,F
239977,F
63968,F
113054,F
202727,F
168631,F
240533,F
72437,F
95952,F
228732,F
40331,F
241816,F
83809,F
128231,F
242547,F
235860,F
149514,F
100546,F
7793,F
106785,F
73490,F
239505,F
51639,F
182607,F
162541,F
209244,F
260574,F
127926,F
6871,F
246600,F
233785,F
85951,F
164755,F
54229,F
20774,F
14823,F
138944,F
64097,F
153868,F
245714,F
5780,F
56465,F
61651,F
60295,F
14487,F
154317,F
159557,F
180734,F
235263,F
107477,F
256667,F
134816,F
64445,F
144451,F
28610,F
21403,F
79592,F
139013,F
116889,F
196746,F
94911,F
155305,F
163441,F
11540,F
54682,F
226394,F
196868,F
25945,F
87140,F
151161,F
239796,F
171764,F
228786,F
226178,F
50825,F
